Date,Close,High,Low,Open,Volume
2021-02-26,64.9999008178711,66.83984924782581,64.99105299760373,65.57488090597039,12583200
2021-03-01,67.14945220947266,68.03404513491063,65.78717829442917,66.02601541477772,12272600
2021-03-02,66.8221435546875,67.98095800869486,66.74252669011868,67.78634650520189,8738500
2021-03-03,64.15066528320312,67.16712989529009,63.77029011875331,67.03443962882484,11748900
2021-03-04,63.0626220703125,64.62834837041004,62.354945124594984,63.94721487800564,11998700
2021-03-05,62.54071044921875,63.690683829028174,60.444229759147504,63.34569316486689,15509900
2021-03-08,62.6822624206543,64.07992102277427,62.40804074198983,62.806104904496905,12479400
2021-03-09,65.47756958007812,66.08794089751365,63.97376420973736,64.05338108757667,9363700
2021-03-10,65.86678314208984,66.11446806154673,64.30105675900434,65.29179643683186,8247200
2021-03-11,66.22062683105469,66.83099810827001,65.86678831167032,66.30908477367367,6602500
2021-03-12,66.93712615966797,67.23789117887864,65.49524252768543,66.50367763820931,6113100
2021-03-15,66.8044662475586,67.41483763072377,66.37986534972077,66.77792953505744,7129200
2021-03-16,66.68061828613281,67.52982676104895,66.45947003488666,66.49485456495512,6512700
2021-03-17,64.53988647460938,66.51253128410092,64.40719621182532,66.34445650131397,10343300
2021-03-18,62.92109298706055,64.58413202284356,62.160342523650975,64.5752842038062,14198800
2021-03-19,62.66455841064453,64.24798052703126,61.974577021707944,62.96532350902435,22806700
2021-03-22,63.41645812988281,64.0710548929712,62.59378658007834,62.59378658007834,10057700
2021-03-23,65.47756958007812,65.71641346468718,63.31031947301487,63.31916729253232,10723800
2021-03-24,64.42491149902344,65.15912532801342,64.05338404901978,64.95566596315855,14537400
2021-03-25,64.97333526611328,65.22102690701814,64.10643814412126,64.67257696837522,6823600
2021-03-26,65.5129623413086,65.57488358789375,64.25684176834692,64.66375378146508,10106000
2021-03-29,66.16754913330078,66.52138088087888,65.18565051128321,65.557177895585,8644500
2021-03-30,65.65446472167969,65.95522297018957,65.22985729853545,65.557158994478,5964600
2021-03-31,66.88407135009766,67.17598863399863,65.84025143252833,65.93755719382865,9430500
2021-04-01,67.02559661865234,67.56519879178109,66.6806059504432,66.78675952101054,6548900
2021-04-05,67.9190444946289,68.5471046688425,67.70674407984465,67.70674407984465,7328400
2021-04-06,68.6090316772461,68.77710650875117,67.1848363916216,67.73328648727936,6570500
2021-04-07,68.47632598876953,69.05130586011349,67.91902825347563,68.6532418339666,6761600
2021-04-08,68.78594207763672,69.36092878135557,68.50287263488545,68.7328619172467,7454600
2021-04-09,68.9451675415039,69.15746793166149,68.66209810499123,68.90978301832635,4969600
2021-04-12,68.67977905273438,69.25476567731252,68.29940390868178,68.80362149508574,6052900
2021-04-13,69.91822052001953,70.05975186830025,68.33479848948801,68.3613351954839,6319000
2021-04-14,69.99784851074219,70.086313218527,69.33440369581406,69.47594182914203,4478200
2021-04-15,70.92667388916016,71.00628402740526,69.900542670159,70.06861751611152,5012400
2021-04-16,71.59896850585938,72.01472834751739,70.9885971001138,71.41320476256938,15124100
2021-04-19,70.58167266845703,71.979331156682,70.43129348588955,71.65202933382163,7658200
2021-04-20,71.23625946044922,71.61663464698715,70.44012456433406,70.4666680182943,7192100
2021-04-21,68.97171783447266,71.81126057702652,68.7240328723422,71.5458799753673,8565100
2021-04-22,69.28131866455078,70.14822271369026,69.01593808347113,69.17516508233722,8261700
2021-04-23,69.21054077148438,69.55553143348715,68.8478612224925,69.16631517955777,6034900
2021-04-26,68.93633270263672,69.53785621209292,68.5913419728363,69.34324467242931,7425100
2021-04-27,68.36134338378906,69.13094169439188,68.18442749002023,68.93633016190091,5871900
2021-04-28,68.19328308105469,68.51173715677488,67.78637103961447,68.33482122533486,5522200
2021-04-29,68.30826568603516,68.794787737874,67.81289581538955,68.20211210707896,5558700
2021-04-30,68.56480407714844,68.67979873545724,67.83943810025004,68.32596019208778,8024600
2021-05-03,67.84827423095703,68.98939990706295,67.68904723547926,68.84786854936515,6076000
2021-05-04,66.95484924316406,67.5917573107043,66.13217744740948,67.40598683358066,9178300
2021-05-05,65.26526641845703,67.1406058919291,64.92912352888077,67.01676341951108,10643200
2021-05-06,65.46873474121094,65.62796176313695,64.84951554531665,65.4598869208513,7069200
2021-05-07,65.92871856689453,66.90176956665502,65.90218185536887,65.90218185536887,5677400
2021-05-10,66.16754913330078,66.98137295098317,65.68986817538078,65.76063047555161,6210400
2021-05-11,65.52178192138672,65.59255095809894,64.30104640818159,65.1237179004674,10515100
