Date,Close,High,Low,Open,Volume
2021-02-26,158.10557556152344,163.5971629816252,157.98872889905414,162.8062262776429,579400
2021-03-01,160.3525848388672,162.40181801069164,159.83128675629422,160.05598349631356,473100
2021-03-02,161.44908142089844,162.13215446926606,159.3818689849036,160.25369330045623,283300
2021-03-03,163.78591918945312,164.99928688829385,160.88284158633468,162.0962092851754,398500
2021-03-04,161.21536254882812,165.92500969347117,159.59755749488176,164.60379217552426,465400
2021-03-05,166.82379150390625,167.94727482212275,160.98167824918048,162.64443904589928,354400
2021-03-08,171.75816345214844,174.45452385978408,168.450620887295,168.8730517816431,364000
2021-03-09,166.35643005371094,171.01215237633656,165.43967747731185,170.53579651377717,442500
2021-03-10,168.84609985351562,170.23022558182032,164.83750442867628,165.8531379677928,310400
2021-03-11,170.6885986328125,171.2907841224579,167.84842915064203,168.27086002932427,391400
2021-03-12,175.34432983398438,176.28805880466535,173.06141718392516,173.72651070058836,335100
2021-03-15,178.21144104003906,178.72375608582172,175.38925110893584,175.89256950973422,438400
2021-03-16,175.3802947998047,177.8968871857969,174.18490655925842,177.537377906198,421700
2021-03-17,177.9058380126953,179.06526679803216,174.25676627842103,175.82064632774066,287100
2021-03-18,178.3822021484375,180.00900392401772,176.98907998383444,178.2563725556964,333800
2021-03-19,177.294677734375,178.01370991118569,174.50844690653088,178.01370991118569,594900
2021-03-22,176.2251739501953,177.26775644889082,173.51981629872176,176.64759122361082,298100
2021-03-23,172.09970092773438,175.46116865910767,170.86836734093026,173.8163870900196,462800
2021-03-24,174.4724884033203,178.93945987537367,173.6366232661794,173.654602842126,285700
2021-03-25,179.88319396972656,180.13485318268323,173.07938486006486,174.98480853370776,330600
2021-03-26,182.59754943847656,183.02896330936497,179.14621104257,180.33260261611304,242500
2021-03-29,186.3724822998047,187.37911940213635,182.75935453693293,182.81327956535756,433900
2021-03-30,184.8534698486328,186.71396501030242,183.2895759611887,186.14772496729037,267300
2021-03-31,185.0152587890625,187.0105664800124,184.33217207883615,184.77258252546116,383500
2021-04-01,183.5592498779297,185.50063292765236,182.03131484809987,185.15010657543021,247300
