Date,Close,High,Low,Open,Volume
2021-02-26,45.684871673583984,47.0251444316018,45.29203097880304,46.87108931479275,6399700
2021-03-01,47.4025764465332,47.96487509118696,46.65541108524688,47.102170603067464,4083800
2021-03-02,48.31920623779297,49.32826453509491,47.60285238995429,47.91866408020037,7316000
2021-03-03,47.94947814941406,48.827588604422786,47.764611398611386,48.142046334753076,5390300
2021-03-04,47.14068603515625,48.23447177074866,46.28568293680496,47.803120973999846,6050400
2021-03-05,48.457847595214844,48.55798385274501,46.79405895007962,47.849331555514375,3883800
2021-03-08,48.8660888671875,49.505413547277186,48.149735170103746,48.65811492883835,4437600
2021-03-09,47.957176208496094,49.07407219252138,47.68758194333974,49.04326057983005,5823200
2021-03-10,49.36677932739258,49.65178236975109,48.04191215251682,48.23448034626084,4238500
2021-03-11,49.54393005371094,50.275686623646635,49.466903974251366,49.551634424670844,3651800
2021-03-12,49.5593376159668,50.10623634840307,49.20501585385751,49.82123336300665,2690800
2021-03-15,48.45014953613281,49.520828020232564,48.103526265435114,49.351367101589936,5353300
2021-03-16,48.66582107543945,49.166499419921735,47.6490615208706,48.28838622428804,6461600
2021-03-17,50.84569549560547,51.0305592723955,48.66582264759605,48.89690383776196,5138900
2021-03-18,49.85205078125,51.816242667682545,49.782723181389294,50.884213392857674,4203500
2021-03-19,49.228126525878906,49.913671674628304,48.26528568243866,49.85204845023674,6445800
2021-03-22,48.92001724243164,49.14339702770725,48.065017024866826,49.14339702770725,4631100
2021-03-23,46.794071197509766,48.28685962760686,46.52447690093294,48.272993518772566,5523500
2021-03-24,47.787723541259766,48.85069785236314,47.29705898563443,47.448801640597146,4322600
2021-03-25,48.7120475769043,48.765966431650426,47.17920358786625,47.34866452470106,3921200
2021-03-26,49.28974533081055,49.40528445864957,48.59649881034921,48.82758000438405,4256300
2021-03-29,49.22043228149414,50.16016602223027,48.91232199124566,49.00475390297721,3193700
2021-03-30,49.7673225402832,49.90597186949552,48.89691351541863,49.081780267154166,2605100
2021-03-31,49.25122833251953,50.03690672669467,48.92001088384698,49.50541675920037,3643800
2021-04-01,49.75961685180664,49.85205169440928,48.89691222268278,49.25894134364998,3698900
2021-04-05,49.75191116333008,50.237186728267126,49.490021264620346,50.06772579300113,4077900
2021-04-06,49.75961685180664,50.36813300966637,49.39758773083943,49.48231820071322,3420300
2021-04-07,49.28974533081055,50.044612131781335,49.035553960522456,49.67487869529742,2374000
2021-04-08,48.67353057861328,49.32055976047095,48.23447537717671,49.18961481262646,3638900
2021-04-09,48.6350212097168,48.95853729429137,48.17285873273297,48.67353425973922,3721000
