Date,Close,High,Low,Open,Volume
2021-02-26,266.5445556640625,271.0948208280658,264.9408026020316,270.3022777073475,1334600
2021-03-01,274.087890625,275.82219727726203,269.8453158018883,271.1320741338318,1046500
2021-03-02,269.9757995605469,277.58443203992726,269.80794052852264,274.3209269263833,1305600
2021-03-03,269.9757995605469,274.0971243688531,269.32308715563556,270.0037713232999,1928900
2021-03-04,265.9197692871094,271.98056554774035,264.54909576379237,270.0224564493573,1655300
2021-03-05,273.0994567871094,273.8919995819891,266.15284138528443,268.4093062189902,1269000
2021-03-08,261.145751953125,267.14127174623917,259.47669380608465,263.87776580867603,2632500
2021-03-09,261.09906005859375,266.2833690130735,260.4836527927804,265.4908262116016,2465200
2021-03-10,265.9756774902344,267.22513036948027,262.29256733121656,262.73081060237433,1663900
2021-03-11,271.9339904785156,273.7522125178069,267.9245230543445,269.8919658140772,1554100
2021-03-12,269.6681213378906,274.1904133508051,269.3417650874825,272.7824346891785,1082500
2021-03-15,269.98516845703125,271.3372037065026,267.58884433227377,269.7893660713847,1417400
2021-03-16,269.3977966308594,274.10655864529423,268.978191579645,270.777775375176,830200
2021-03-17,271.0947570800781,273.4817762022605,268.5585457058203,269.59355806224613,1028900
2021-03-18,267.59814453125,270.65651456947955,265.29504070832473,269.71477938013834,1381200
2021-03-19,265.9477844238281,269.6215622635023,264.8661618078083,267.6820912087371,4516800
2021-03-22,266.84283447265625,269.3044635517949,265.64932510396994,267.5048803199217,1563700
2021-03-23,262.27398681640625,266.7962793447528,261.1177823802774,264.71694958591144,1638800
2021-03-24,265.7240295410156,272.0925167461779,265.52819866616505,270.1344071862984,1509000
2021-03-25,266.8242492675781,267.3277695805251,262.0688492032231,264.1388455392123,1275500
2021-03-26,272.5586853027344,272.98759525208175,265.22979716406854,267.9711443875958,1477500
2021-03-29,270.89892578125,275.980681395413,270.5725695431415,272.2882375756006,1327800
2021-03-30,275.1881103515625,276.1671506113084,270.1063547325722,270.1063547325722,1022300
2021-03-31,271.19732666015625,277.85486342498564,271.1879932524855,276.26041576640847,1209800
2021-04-01,272.57733154296875,274.1438360413466,269.49098958908854,271.14140939810045,965400
2021-04-05,275.3187255859375,276.81995339017743,272.47482412809603,273.8361646020168,1035600
2021-04-06,275.0669250488281,279.48663534893325,275.0575916405199,275.62638889257244,1179800
2021-04-07,275.1881103515625,275.9433764846258,274.1064879800807,275.61702024620735,905600
2021-04-08,278.40496826171875,278.6753809597415,275.0668810058679,275.0668810058679,846400
2021-04-09,281.705810546875,281.7617540830449,276.6893314632216,277.5005411931968,690200
2021-04-12,282.7314453125,283.4494062182245,281.2954950455437,282.43306086252073,780700
2021-04-13,282.5263671875,283.8504306696626,279.4400253207377,281.17433193591563,863600
2021-04-14,283.8224182128906,285.4634758762378,282.8713212778676,284.27929986645483,776800
2021-04-15,284.512451171875,289.0999921383227,283.99029250017384,285.4635197977206,936500
2021-04-16,291.1886291503906,292.52199747970735,285.76187866842406,288.8388868830797,1769900
2021-04-19,288.28875732421875,290.7596916195545,286.4985073068668,289.83659484359214,1006000
2021-04-20,288.52191162109375,288.53124503020524,284.9040773697734,287.30043015914487,904500
2021-04-21,288.9320983886719,290.3680486498531,287.30034578226366,289.05331884945764,800100
2021-04-22,291.0021057128906,293.5942602457094,289.39832480697703,290.3214214977355,778200
2021-04-23,292.5873107910156,294.9183865329407,291.0488064924479,291.31919079054086,717500
2021-04-26,294.8809814453125,296.0092137546054,291.8039738906937,292.2328837143456,833900
2021-04-27,294.1817932128906,295.53382868434875,291.4963890896334,294.8811160176756,1043300
2021-04-28,294.1817932128906,295.5897722322901,293.2493628065106,294.64800841608064,855500
2021-04-29,295.3472595214844,296.8298200930556,293.69686834683205,294.11644485453473,1162200
2021-04-30,292.59661865234375,296.18648102169084,292.14907031697516,295.3006893042641,1637400
2021-05-03,269.4070739746094,283.81313318300386,267.2158571254779,281.957606031544,5039900
2021-05-04,281.69647216796875,282.19068748793444,270.08773332938466,273.65892845093094,3272600
2021-05-05,274.330322265625,277.0810031498463,272.3349361356077,275.77560636541693,2690200
2021-05-06,279.1229553222656,279.54253179275224,273.83606415006744,275.0855170658082,1121000
2021-05-07,282.8527526855469,285.16516174464863,278.42370851800575,279.635856592179,1221300
2021-05-10,278.22784423828125,285.27701384823763,278.0227084684461,284.3911938295156,901500
2021-05-11,274.88970947265625,277.0156489157864,271.6262041942673,275.24403745576257,1678600
2021-05-12,270.4700622558594,273.7708450092099,268.38139904719475,273.24868632092233,1480200
2021-05-13,271.3558044433594,274.36756398787224,269.444334071357,273.3605519743731,913200
