Date,Close,High,Low,Open,Volume
2021-02-26,143.4009246826172,145.17709411740512,140.12465009720768,144.08193661226423,5574200
2021-03-01,145.9501190185547,146.12497796033796,142.67385898084396,144.56047349816183,3385500
2021-03-02,141.9928436279297,146.70478130583973,141.75357108298368,146.70478130583973,3016500
2021-03-03,137.98953247070312,142.64623972723464,137.60300886107493,140.9620921150159,2665700
2021-03-04,133.0015106201172,137.66741557167586,130.91242960416156,137.2993018787718,4870000
2021-03-05,137.01400756835938,137.69501928415679,131.9615651347176,137.12443886440505,4040100
2021-03-08,132.57814025878906,137.6397797408164,132.31125999213222,135.99245234269753,3996300
2021-03-09,137.5201416015625,139.066249748373,136.36057102343082,136.87593572482268,5203400
2021-03-10,135.3850860595703,139.44360501029138,135.36667616128028,139.26874608313082,3137300
2021-03-11,138.99261474609375,139.9957362603068,138.0355109433637,138.3668188063537,4462100
2021-03-12,137.6213836669922,137.88827800308482,135.7899992759653,136.7563151735525,3658500
2021-03-15,138.96499633789062,139.06622967838513,136.16729663011142,137.69498061943824,2113200
2021-03-16,140.8792724609375,142.19529235497217,139.8301329084254,140.19824662969205,2324600
2021-03-17,141.87315368652344,142.5265574516349,138.10913795456548,138.4312338531333,2852800
2021-03-18,137.53855895996094,141.06330264289127,137.3821099558792,139.28713391187307,3853400
2021-03-19,139.80252075195312,140.9989113729765,135.96487845391007,137.49256298823067,4624900
2021-03-22,142.1860809326172,143.86103050348657,141.0081002851948,141.0081002851948,3321600
2021-03-23,138.49569702148438,142.6186294973356,137.70423991721208,142.26891164767363,2505200
2021-03-24,138.4496612548828,141.69831272585145,138.2287846350435,140.19822219004408,2792800
2021-03-25,137.95269775390625,138.8822079446937,134.8328873454479,136.60907021470325,2725300
2021-03-26,144.58807373046875,144.82734624512645,136.20415523503885,136.590678855319,3686200
2021-03-29,141.58787536621094,143.7597795522778,139.90372807406865,142.67382043792674,2779000
2021-03-30,140.44671630859375,141.20135357042525,139.42518469073832,140.023372935393,2114000
2021-03-31,142.71987915039062,143.66778538956157,141.36703936387687,141.9284219558495,3457000
2021-04-01,147.59744262695312,147.69867599944965,144.3763986472388,144.836547787198,3345800
2021-04-05,150.45957946777344,150.8368911117737,147.79991784798833,149.23558100017155,2628400
2021-04-06,148.8214569091797,150.09145912203041,147.02686383767875,149.36442958205407,2422100
2021-04-07,146.7415771484375,149.06993097824758,145.98693976221406,148.79383864957495,2062700
2021-04-08,149.19876098632812,149.29999436448318,146.78758385181092,148.73861182064846,2599500
2021-04-09,148.38890075683594,149.0607145739801,147.40417484990638,147.98396726399153,2250400
2021-04-12,146.99923706054688,148.06678641181827,146.29061751141822,147.83671184693927,2026700
2021-04-13,146.47467041015625,148.12199807156617,144.81813077911156,147.7538843947281,1704600
2021-04-14,145.83045959472656,147.8275050124289,145.0850062536204,145.14023594167864,1596400
2021-04-15,147.90115356445312,148.46253611797792,146.04214697108014,147.24773555914854,1816000
2021-04-16,146.7967529296875,148.47170230404856,146.45624710764864,148.15880430311364,1861900
2021-04-19,144.4040069580078,146.32742699927476,143.29043985680008,145.84886796016883,3405000
2021-04-20,142.158447265625,143.80577467005068,141.33018460063053,142.5541687043613,2339700
