Date,Open,High,Low,Close,Volume
2021-02-26,61.779209737897034,62.55875899625107,60.463723627307175,61.09710693359375,17802448
2021-03-01,62.948537088831685,64.75124448862414,62.31515743918469,63.8742561340332,15657201
2021-03-02,64.0691401762746,64.55635757528714,63.19214438324124,63.240867614746094,15490231
2021-03-03,63.77680254921382,66.35905900816392,63.581917098618064,65.48206329345703,23589309
2021-03-04,67.62581543472818,68.84385863994801,64.21528700209645,66.11544036865234,33418377
2021-03-05,67.28561605029326,67.33437519792804,64.0676093321009,66.31046295166016,21061930
2021-03-08,69.28468979519988,69.9185438642686,67.3343833614805,69.08966064453125,28835014
2021-03-09,68.74834927979573,70.30859730429852,67.43189700616779,68.26077270507812,22966413
2021-03-10,66.55426472264546,66.99308221331363,62.99495071274334,64.60395812988281,44186284
2021-03-11,61.87351969023785,62.70240287418773,58.26545070458232,59.8256950378418,61355743
2021-03-12,59.679425955661806,61.532217878115794,59.630670532187835,61.337188720703125,26996039
2021-03-15,62.11731830566238,65.1402966351291,62.06855914611921,65.09153747558594,22351422
2021-03-16,64.99399052711145,65.09150880324168,63.72629771850353,64.1163558959961,14938641
2021-03-17,64.36015705778489,66.35922241210938,64.01885048624814,66.35922241210938,15895858
2021-03-18,66.26171724102764,66.7492938892183,64.31141064826498,64.60395812988281,12792812
2021-03-19,64.36018429971261,65.09154943670217,63.2875124467204,64.45770263671875,13737991
2021-03-22,64.16512203464679,64.55518025469574,63.04369159085481,64.01884460449219,10591427
2021-03-23,63.1899866197987,64.2626507554342,61.1909171606288,61.72725296020508,13172818
2021-03-24,62.214825154046025,63.482522095132616,60.94712448120117,60.94712448120117,12454218
2021-03-25,60.459542476315754,63.04369901304115,59.630663063490836,62.65364074707031,14725103
2021-03-26,63.14122116030163,64.01885604399347,61.97103509578226,63.33625030517578,12143472
2021-03-29,62.9949426389537,63.62879667847351,62.31233691167683,63.14122009277344,10786807
2021-03-30,63.287484619006186,65.14027996281084,62.89742636952918,64.84773254394531,10618713
2021-03-31,65.2377858715389,65.48157412494824,64.01884460449219,64.01884460449219,12557044
2021-04-01,64.50643295427412,65.1402870076189,64.11637466261298,64.7502212524414,11874438
2021-04-05,65.67662780843125,66.16420444227242,65.18905117459008,65.62786865234375,10180082
2021-04-06,65.62785165750458,65.82288076783337,65.18903429338606,65.3353042602539,8035938
2021-04-07,65.33531921321395,65.9691732962432,64.6527134390812,65.28656005859375,8379669
2021-04-08,64.65271508459921,65.82289750768366,63.82383182550941,65.57910919189453,11018763
2021-04-09,65.8228864023436,67.43189349319759,65.43282814829662,66.31046295166016,12689464
2021-04-12,66.35922942664294,66.70053603425767,65.67662367492997,66.26171112060547,8442187
2021-04-13,65.871671695633,66.01794173307893,64.65272983852161,65.53036499023438,10277370
2021-04-14,65.48157463638272,67.23685156734233,65.43282295613207,66.70052337646484,12968951
2021-04-15,66.94430779636905,67.04181861479874,65.53033002574956,66.06666564941406,10208753
2021-04-16,66.45674991541183,66.70053822499615,65.09153090362963,65.28656005859375,10036727
2021-04-19,64.94526285766949,65.67662780843125,64.21389044339081,65.62786865234375,9003729
2021-04-20,65.38409269884302,65.38409269884302,62.89744990335258,63.677574157714844,12330465
2021-04-21,63.043712482912674,65.23780749069797,62.26359205253314,65.09153747558594,9953202
2021-04-22,65.09153910780933,66.7005466319762,64.75023244596609,65.38408660888672,10555051
2021-04-23,65.8228774080679,66.3592130317324,65.14027182500155,66.06666564941406,9357311
2021-04-26,66.45674728171235,68.2607762230321,66.06668152372583,66.16419982910156,18815482
2021-04-27,65.8228985609383,66.01792772398694,62.94619788129886,65.77413940429688,30050351
2021-04-28,64.9940382145854,65.09155656226686,64.11640293953084,64.36019134521484,13261158
2021-04-29,64.26265044728814,64.79898624429264,63.77507380701442,64.40892791748047,11066635
2021-04-30,64.16514101463775,65.09153515891681,63.77507521569271,63.97011184692383,10011667
2021-05-03,64.5551967728768,65.96917497526728,64.21389014536526,65.57910919189453,12734908
2021-05-04,65.04277600110903,65.28656432663075,63.72632352140212,63.97011184692383,15557003
2021-05-05,64.16513959734361,64.79898624429264,63.8238329637452,64.40892791748047,11168297
2021-05-06,64.45768707421125,64.89650455775418,63.531285486877564,64.40892791748047,12595406
2021-05-07,64.16512687560278,65.04276166868382,63.72630947906225,64.84773254394531,10810442
2021-05-10,64.89650830093073,66.21296829100889,64.84774914138757,65.09153747558594,13154138
2021-05-11,64.31139857816564,64.7989751348469,63.09245718646248,63.823822021484375,13645738
2021-05-12,63.77507466726807,64.01886299069336,62.263589301086434,62.50737762451172,14215045
2021-05-13,62.40985569370565,63.58004181740154,62.019797384232035,63.23873519897461,13158312
2021-05-14,63.97011932121332,64.84775441022776,63.531294313188035,64.65272521972656,10167742
2021-05-17,64.50641407348866,65.04274966517656,63.97008594531492,64.1163558959961,15316179
2021-05-18,64.26264759073872,64.7014725182924,63.23873519897461,63.23873519897461,9816408
2021-05-19,62.897428056493126,63.87258116985565,62.36109235144058,63.823822021484375,11921066
2021-05-20,63.82384419011849,63.921362520733155,62.994960770448905,63.677574157714844,9324527
2021-05-21,63.92134415456684,64.75021987256181,63.62879671029724,64.50643157958984,10697965
2021-05-24,64.79900840474107,64.89652675155268,63.97013231092075,64.2626724243164,7827397
2021-05-25,64.36017018235168,64.79898767558733,63.87259353130827,63.97011184692383,9496071
2021-05-26,63.97009302443739,65.48157422712175,63.58002734026481,65.3353042602539,12092309
2021-05-27,66.31047559776974,70.2110961997074,66.26171644083607,69.96730041503906,37035234
2021-05-28,69.67475246607925,69.91854075946853,68.40705184775183,68.5533218383789,14560581
2021-06-01,69.38219213995752,69.91852777854221,68.7483382167157,68.99212646484375,10087388
2021-06-02,69.1384176610465,69.1384176610465,68.30953446692948,68.69960021972656,8012785
2021-06-03,68.21202362636744,70.06481169572557,67.96823532968789,68.69960021972656,12672972
2021-06-04,69.04088788800865,69.23591700025112,67.57815835091755,68.06573486328125,12855029
2021-06-07,68.26077790720349,68.60208452092307,67.57817214328094,67.82196044921875,7493597
2021-06-08,68.11449226531278,68.21201055069768,66.89555101557579,67.77318572998047,8852489
2021-06-09,67.13937277147895,67.33440197606336,66.6517960282586,66.94434356689453,11189043
2021-06-10,67.33438387891367,67.62693133892297,66.26171234671841,66.45674896240234,9999489
2021-06-11,66.55426130973687,67.18811539799093,66.16420299659343,66.7492904663086,8500031
2021-06-14,67.18812498238685,67.43191332875713,65.38408823383959,65.6766357421875,9114079
2021-06-15,65.57911158541532,66.16420655007092,64.89650576899524,66.01792907714844,7629388
2021-06-16,65.82291252864482,66.55427764291166,64.79899987596754,65.53036499023438,14070907
2021-06-17,65.3840871082425,65.87166379258936,62.946203686508156,63.3850212097168,15451709
2021-06-18,62.60489873813739,63.48253380861176,62.166081202900216,62.31235122680664,16465184
2021-06-21,62.84867908957672,64.31140899658203,62.70240908428297,64.31140899658203,10825169
2021-06-22,63.97013999973019,64.36019850682004,63.09249716349731,63.531314849853516,7678083
2021-06-23,63.48251922465378,64.31140240575039,63.09246094150019,63.14122009277344,8763306
2021-06-24,63.677538580438416,64.36014412280748,62.994925574555175,64.1163558959961,9594524
2021-06-25,64.2139663696289,64.60432151320514,63.92119627734852,64.2139663696289,6844839
2021-06-28,64.21396899776798,64.2627577908145,62.40855957914445,62.896507263183594,12396856
2021-06-29,63.72602087463767,64.55552745027063,63.23807319396062,63.87240219116211,13883493
2021-06-30,64.16517138638933,66.01937702826964,63.677223712609766,65.67781066894531,13754002
2021-07-01,66.26336110214913,66.5073349767303,65.18987306631288,65.77540588378906,9368346
2021-07-02,66.06816023376815,66.06816023376815,64.94588366665006,65.18985748291016,6653090
2021-07-06,64.79949787843823,64.99468291578846,62.5549409062753,63.042884826660156,14172730
