Date,Open,High,Low,Close,Volume
2021-02-26,166.82575159552934,168.77773840382818,162.31694901008422,167.2931365966797,2929000
2021-03-01,170.93132417373556,172.1959791618181,167.99877161537327,171.64613342285156,4355200
2021-03-02,173.20402466353352,173.9005014217672,166.8440439543996,167.0364990234375,2770600
2021-03-03,167.3389792827257,168.77775727248132,160.85985677664283,161.2814178466797,2418900
2021-03-04,159.08197791308115,161.91372363314557,150.4676012037637,153.29934692382812,3754500
2021-03-05,159.66846278123268,166.84406047735965,152.16295206516267,165.781005859375,5076200
2021-03-08,163.8748742979216,168.2370455847857,155.9294694078792,156.70843505859375,3168600
2021-03-09,161.4096714409993,169.75828987385802,160.37410843750737,168.45697021484375,3687700
2021-03-10,170.49144847850704,171.69197519760607,165.1670293473058,165.35031127929688,2240200
2021-03-11,171.08712512104518,173.65311401274144,169.56585858011277,172.745849609375,3206900
2021-03-12,169.94509515010574,171.57202762613184,167.09566665766684,168.63987731933594,2078000
2021-03-15,180.89243709901584,183.83377468895839,178.5117930828908,183.7510528564453,12102100
2021-03-16,184.84487158218906,189.54182522683058,184.42204771659476,186.38906860351562,6890100
2021-03-17,183.42931783676312,192.6485794949008,182.91458556867443,191.49961853027344,7321600
2021-03-18,187.64832713332996,191.4169252698122,181.71050383632965,182.53775024414062,8297300
2021-03-19,180.47877383976538,187.99756682296982,177.60177141652807,185.70883178710938,53102200
2021-03-22,186.69238502022836,189.45907819973863,180.75454809917875,184.20143127441406,5876600
2021-03-23,183.93491464293115,184.04521043809447,174.4490835475091,176.13116455078125,4748000
2021-03-24,177.62937628966017,178.78752396561188,172.11436331300837,172.14193725585938,2893000
2021-03-25,167.8954009895194,176.48043547408886,167.54611230618073,175.84620666503906,3512600
2021-03-26,175.36819968813674,183.30981712924066,173.78724234108464,182.91458129882812,3096200
2021-03-29,180.99355049696288,181.6829271682754,176.3701320767259,178.44744873046875,2707300
2021-03-30,176.83886451902566,182.7399258528384,176.72856876384824,181.78399658203125,2324500
2021-03-31,183.8521342508453,186.77508409514212,181.9954094795475,185.0654296875,2854000
2021-04-01,188.67780353539177,191.47207081288715,187.6391381929858,191.2606658935547,2662800
2021-04-05,194.2571576405679,198.93572411228624,192.68538662983102,197.34556579589844,2663700
2021-04-06,195.4244876317888,197.34554714127597,191.7937735188997,195.7002410888672,2177500
2021-04-07,194.77187184595232,196.1414384685266,193.26443550735533,194.9924774169922,1522500
2021-04-08,192.10631526840874,193.6413257695622,190.35069916469104,192.29934692382812,3177300
2021-04-09,190.68158588583626,192.58427224488116,189.3855543681162,192.28094482421875,1878000
2021-04-12,191.16873384949199,191.38933942304533,188.31011815968824,191.13197326660156,1686200
2021-04-13,190.5621044561267,190.99410093887386,184.49558406216232,185.672119140625,3033300
