Date,Open,High,Low,Close,Volume
2021-02-26,144.0789875856092,145.8058297048552,143.01847459087614,143.8162078857422,1296300
2021-03-01,145.8527618276941,151.09899041836255,145.8527618276941,148.72457885742188,1308400
2021-03-02,149.13750145285258,149.13750145285258,146.25629063399515,148.43362426757812,1180700
2021-03-03,148.6776606428156,149.6724716459741,147.3543678237066,147.81423950195312,950600
2021-03-04,147.5787236810095,148.77509386705165,142.5294320270196,144.5076904296875,1416800
2021-03-05,146.15624584054333,151.74250257027094,145.22364344436414,151.12075805664062,1080900
2021-03-08,151.61061371108616,156.2454088554617,150.17872122260943,154.23887634277344,1256200
2021-03-09,155.09611714514492,155.689601787206,151.13958640468877,151.17726135253906,837300
2021-03-10,150.91349430568346,155.8685908658223,150.5743622763746,153.9562530517578,1070400
2021-03-11,154.67222989201326,155.3410645343685,152.9294650154081,153.49468994140625,968600
2021-03-12,153.97510915158645,154.55917869639248,152.74104967872725,154.1917724609375,1111200
2021-03-15,154.32368160178652,158.37440750451682,154.01280933205882,158.251953125,1023400
2021-03-16,157.6490348764957,159.32585040922962,156.61279409817016,157.47946166992188,1131200
2021-03-17,158.02584558429731,158.44975704931267,154.78525366408707,156.33961486816406,1198600
2021-03-18,156.34905069601655,159.04326276524387,155.49179813438343,157.82803344726562,1012400
2021-03-19,157.385299685208,157.65848265189177,154.54977404774894,154.58746337890625,3343600
2021-03-22,153.0236533444779,155.20915972373513,152.20409024903958,154.7758331298828,923800
2021-03-23,153.0707417032362,154.12581264604015,150.32001076359478,151.03594970703125,1014000
2021-03-24,152.02511868005584,153.6642450518457,151.35626967972473,151.86497497558594,1079500
2021-03-25,151.08310484926054,155.11500087520034,150.47077539191383,154.42730712890625,909100
2021-03-26,155.83089203763944,158.42147937802764,155.00189948895078,158.3461151123047,807400
2021-03-29,159.20340648935462,159.6461626750948,156.48093461015824,156.92369079589844,723800
2021-03-30,155.67078060657687,158.04470515862468,155.67078060657687,157.27223205566406,676200
2021-03-31,157.92219624829627,158.8736431064385,155.44464823618895,155.9627685546875,1102500
2021-04-01,157.15918574679077,157.15918574679077,154.5685979864349,155.84976196289062,958900
2021-04-05,157.13091016547426,158.41207401331803,156.4055416405975,157.74322509765625,850900
2021-04-06,158.98669586761287,159.51423132581562,157.7526366262608,157.9221954345703,622200
2021-04-07,157.51716135599017,158.72296104595128,156.29251700311104,156.8483123779297,593200
2021-04-08,155.8403453816175,157.50774603059082,155.17151071755376,156.92369079589844,656300
2021-04-09,158.29904959232604,159.78746186442254,156.86717131412755,159.72152709960938,821800
2021-04-12,158.8265983997841,161.04979445906193,158.66644031299995,160.72007751464844,803000
2021-04-13,160.7577492784168,161.33238935275554,158.8265952471674,160.88963317871094,800500
2021-04-14,160.02295734867474,162.08600954946442,159.37295302521866,159.5425262451172,916200
2021-04-15,160.30552141012862,160.85190148268256,158.89247395932907,160.6258087158203,642500
2021-04-16,161.86932204065397,162.46280666019922,160.81425104969728,161.99179077148438,858700
2021-04-19,162.70772441778777,162.78308868242513,160.91786984900722,162.29322814941406,887300
2021-04-20,160.5599093065425,161.72801959004647,156.81062660353513,158.4497528076172,976200
2021-04-21,159.21279198056104,160.96497173255577,158.29901996948362,160.61642456054688,770100
2021-04-22,162.0200654227719,164.24326119621549,161.5867244407656,161.9823760986328,893000
2021-04-23,161.87876155690734,165.27949736042956,161.80339727845407,165.1664581298828,1057000
2021-04-26,165.89181910884085,166.92804554785354,162.48165394331198,162.81137084960938,770300
2021-04-27,163.05630967035503,164.42225314725076,161.5961572470801,163.72515869140625,992900
2021-04-28,164.3657095078071,165.11933784589993,163.10339030670406,164.25267028808594,560300
2021-04-29,164.65777894099193,165.79764406864203,163.89473526533172,165.41140747070312,600300
2021-04-30,164.62947011446246,165.3171636692493,162.99975914583516,163.75338745117188,1288100
2021-05-03,165.1570211750627,165.55267280399352,163.42367174807345,164.62005615234375,675600
2021-05-04,164.04540149918375,165.06279747148298,162.7924975992485,164.59178161621094,971000
2021-05-05,165.03455321490594,169.6599327991707,165.03455321490594,168.35992431640625,1680300
2021-05-06,169.71649473687285,171.3838810879886,168.4447457409538,171.3744659423828,988100
2021-05-07,170.66789976202276,173.2584872162871,169.5751394224005,173.0323944091797,1049600
2021-05-10,173.833158464052,177.08316588924885,173.34329781432209,175.83969116210938,1174400
2021-05-11,172.87226534894094,173.96502578098622,170.53603030829632,172.1563262939453,1228400
2021-05-12,171.85490218574634,172.118684387456,167.74765619437196,168.26576232910156,1245900
2021-05-13,167.82296856456796,172.49545287183687,167.82296856456796,171.5534210205078,910700
