Date,Open,High,Low,Close,Volume
2021-02-26,79.93057964672333,81.77786578030609,79.74407577397689,80.68547821044922,1404100
2021-03-01,81.23611821874513,82.67486439888454,81.12954166711275,81.90220642089844,849600
2021-03-02,81.89334757583741,83.75839373848169,81.66243503355145,82.7015380859375,1367900
2021-03-03,82.55053982029175,84.30901589697062,81.68907131879911,82.56830596923828,1183200
2021-03-04,82.94336656488143,83.3452280608175,81.88068160771363,82.1485824584961,1229400
2021-03-05,82.15751458453349,84.47042395305672,81.64849547322153,83.9703369140625,1000000
2021-03-08,84.7293911113422,85.1669740400823,81.92532024207038,81.98783111572266,1105200
2021-03-09,82.8451157863581,84.9794309247388,82.24679652483562,83.59525299072266,988500
2021-03-10,83.86316427258951,84.70259496432664,83.57739251502524,84.40789794921875,800700
2021-03-11,84.13108982992556,84.89015254807144,83.35416296508878,84.41685485839844,982900
2021-03-12,84.83655342254549,86.02426680562291,84.35432377498383,85.65812683105469,767200
2021-03-15,85.77421858172826,86.85476749018922,85.70277564236547,86.81904602050781,739600
2021-03-16,86.51542859495831,86.78333624708932,84.69367427472139,85.89031982421875,688400
2021-03-17,86.33684701123343,86.33684701123343,84.39007050897553,84.99732208251953,696600
2021-03-18,84.62224683447292,86.82799871572867,84.62224683447292,85.38130950927734,844100
2021-03-19,86.00641467097893,86.95301676902221,85.24735202859351,86.35469055175781,2266600
2021-03-22,86.87263372406817,86.87263372406817,84.47934951545986,85.36343383789062,1311200
2021-03-23,85.18481976670287,85.77421376357769,84.53292171786374,84.93477630615234,669400
2021-03-24,84.96156634656772,86.30109073523109,84.68473348645944,84.89905548095703,808100
2021-03-25,85.39024215583383,86.39041629851248,84.47936148940823,85.97962951660156,699900
2021-03-26,86.49757301220033,87.39952152521467,86.17608654841652,87.2477035522461,1159500
2021-03-29,87.2476848422251,88.31930842942276,86.3814648033616,86.98871612548828,884600
2021-03-30,87.06909910272515,87.85495108290951,86.97979882525468,87.34593200683594,803900
2021-03-31,87.6406475657334,87.74781200923783,84.9080189815416,85.22057342529297,1259400
2021-04-01,85.37236785293534,87.06016833107623,84.83655936693695,86.75654602050781,919600
2021-04-05,87.48881871594627,88.09607014684387,86.66724525448906,87.22984313964844,800600
2021-04-06,86.62259364386023,87.73886418050792,86.62259364386023,87.1226806640625,812400
2021-04-07,86.86369657871536,87.30127949173114,85.75635822244936,85.9706802368164,620000
2021-04-08,85.79209102423209,86.35468894118787,85.24735043867614,86.18502044677734,658800
2021-04-09,86.4975681796973,87.34593102590092,86.21180320709641,87.02444458007812,547500
2021-04-12,87.06017295519723,88.53365147983614,86.81906150830264,88.44435119628906,762400
2021-04-13,88.23003115546595,88.69439672835416,87.02445345410845,87.7031478881836,882300
2021-04-14,87.51560730857611,88.16751227918165,86.99765616077164,87.97997283935547,736700
2021-04-15,88.44434967231999,90.22145049303302,87.68528705548677,89.98033905029297,1202400
2021-04-16,90.52507962767118,93.18626482266407,89.5695523025147,89.98033905029297,1549600
2021-04-19,89.80173290994068,89.80173290994068,87.81923528144618,88.08714294433594,785100
2021-04-20,88.38183238171419,89.00694112359739,87.81030244251403,88.83727264404297,704300
2021-04-21,89.01586516369454,89.81958119729688,88.13178093331881,88.36396026611328,962000
2021-04-22,88.21217179103662,89.33737452713476,87.89961736800254,88.5604476928711,814700
2021-04-23,88.90870651454152,89.56954352563275,88.26573364600632,89.10517120361328,839300
2021-04-26,89.85532421433565,89.92676035754013,87.29236436290668,87.64064025878906,994700
2021-04-27,87.69421923443302,88.64082137530757,86.04214004080076,86.25646209716797,1755600
2021-04-28,83.85424692158654,84.83656366454098,82.15751428566074,83.61312866210938,2490400
2021-04-29,83.88995898091297,87.01551623876308,83.58632987587126,87.00658416748047,1642600
2021-04-30,87.04230660067138,87.97996970047683,85.96175761146269,86.69403076171875,2316300
2021-05-03,86.72081164742092,89.30162815607768,86.72081164742092,88.47112274169922,1390500
2021-05-04,89.24806654525904,89.24806654525904,87.85495624480497,88.6765365600586,1103600
2021-05-05,88.75689173495127,89.07837815605711,87.3995099227507,88.29252624511719,895300
2021-05-06,88.33717862863217,88.77476156009075,86.75654263464847,87.53346252441406,962000
2021-05-07,87.56918916301676,89.10517851653854,86.91729098287593,88.86406707763672,897400
2021-05-10,89.30165881015797,91.66815413126234,89.24807999508816,90.8465805053711,1398000
2021-05-11,90.22145253866286,90.37326370283662,87.53347106626438,88.48899841308594,954100
2021-05-12,87.64956243489662,88.185370920895,86.64938159803832,86.75654602050781,1083500
2021-05-13,87.02445752832166,89.0248194473333,86.89051050027768,88.5961685180664,669000
2021-05-14,88.7301059680258,89.5516793830767,88.31931926050034,89.10517120361328,679800
2021-05-17,88.89084213110327,89.29269673546096,88.06926878124945,88.4354019165039,679600
2021-05-18,88.46219310395921,88.85512245886729,86.9887216494014,87.0601577758789,660900
2021-05-19,86.6493749628219,87.04230433528006,85.21161810069884,86.96192932128906,1011800
2021-05-20,86.93515100271838,87.53347039564872,86.08678809114103,86.18502044677734,946200
2021-05-21,86.05998783144831,87.45309115284911,86.03319161796642,86.24752044677734,2444900
2021-05-24,87.17627130879293,87.41738276081288,85.97962568166504,87.26557159423828,821800
2021-05-25,87.25664227499176,87.39059611397403,85.51526280774813,85.85460662841797,1015600
2021-05-26,85.72958490260804,86.93515582766591,85.70279549743401,86.92622375488281,857300
2021-05-27,87.2834185118643,87.84602318807562,86.56900950036591,86.73867797851562,1518800
2021-05-28,86.83692187188892,88.02463544274448,86.4350671753078,86.64045715332031,936300
2021-06-01,87.19411821238495,87.29235055857899,85.84566157995495,86.1046371459961,792100
2021-06-02,86.38147567531178,86.38147567531178,85.0955299340951,85.34557342529297,760100
2021-06-03,85.34556680888119,86.5127191353596,84.70812439509662,86.33316040039062,1332800
2021-06-04,86.0279169645786,86.67433947998578,85.8124450760188,86.4947738647461,971700
2021-06-07,88.50586074005378,88.64950637129134,86.98856394606717,88.47892761230469,1071400
2021-06-08,88.10185301958396,88.97272744501076,87.73375548341902,88.586669921875,1035500
2021-06-09,88.98170921022327,89.17024797880246,88.2275472861783,88.88294982910156,1165200
2021-06-10,89.20615385442107,89.41264574382,88.34425947535995,89.03556823730469,1106000
2021-06-11,89.15230670259916,89.84361561269907,89.03558731861995,89.78076934814453,760400
2021-06-14,89.91541879119774,89.9782650396199,88.35323572347008,88.62257385253906,897100
2021-06-15,88.5956366941861,89.21512600739928,87.86841487413726,89.04454040527344,742800
2021-06-16,89.21515496996042,89.21515496996042,86.5127518339904,86.61151123046875,986000
2021-06-17,86.54864054429433,86.8090055297529,84.86075813507696,85.30966186523438,990000
2021-06-18,84.34902035017693,84.7440578817348,82.62523142111618,83.39734649658203,1977500
2021-06-21,83.97193562527016,85.363540010814,83.80135000582567,84.70813751220703,781100
2021-06-22,84.51958781994747,85.76753955401115,84.17842347493124,85.61491394042969,867900
2021-06-23,85.77653064497588,85.95608940774966,84.69018437582075,84.70813751220703,629600
2021-06-24,85.3276268883137,85.3276268883137,84.41185938887534,84.70813751220703,509600
2021-06-25,84.50163976310341,86.11768906524074,84.17842853273049,86.0009765625,1018800
2021-06-28,86.18053669938267,86.18053669938267,84.49266113006694,84.63630676269531,711100
2021-06-29,84.65426365694661,85.27375297746397,83.9629480978739,84.87871551513672,704600
2021-06-30,84.5824502711448,84.75303590120335,83.63077643971953,84.0976333618164,2089200
2021-07-01,84.51960461040274,84.67223025430444,82.9304882156329,84.58245086669922,1300500
2021-07-02,84.61837421082382,84.9774986543434,83.98093157719782,84.19640350341797,758400
2021-07-06,84.04376432262325,84.04376432262325,82.53544738223734,83.3344955444336,948500
2021-07-07,83.28960342492348,84.21435095547596,82.92150589117023,83.80135345458984,847400
2021-07-08,83.06514122166612,83.22674683463488,82.06858126637387,82.3828125,782000
2021-07-09,83.19084291270305,83.82828539025694,82.9214979335778,83.64871978759766,829500
2021-07-12,83.64872229002941,84.00784665636417,82.9663935286937,83.26266479492188,686700
2021-07-13,82.61623257443574,83.48710683405933,82.61623257443574,83.15492248535156,1005900
2021-07-14,83.57689372256092,85.6149205062402,83.34346871320326,84.97747802734375,1332400
2021-07-15,84.58243948374778,85.8303912977794,84.23229512439946,84.34003448486328,905300
2021-07-16,84.4926637724497,84.58244315186607,83.7295287728192,83.76544189453125,1374800
2021-07-19,83.14595135136665,83.90010634742842,82.78682698907308,83.61280822753906,1135500
2021-07-20,83.82829577912423,84.77098962343621,83.37041199775658,83.59486389160156,1068800
2021-07-21,83.54099626170463,84.42982382885971,83.29858438447174,83.62179565429688,740200
2021-07-22,83.5948656651498,83.67566506077868,82.3020205372607,82.39179992675781,1043000
2021-07-23,82.8047745160531,83.45119005125137,81.91594031191836,83.38834381103516,707600
2021-07-26,83.1459548095518,84.23230108462047,82.92150292999891,83.04719543457031,865600
2021-07-27,82.49953536978605,82.85865976037704,81.82617970607592,81.98778533935547,2237400
2021-07-28,77.71420675384749,80.80266641772654,76.01735130705339,79.46493530273438,2734300
2021-07-29,80.03954002800836,80.76676191139592,79.74326190895134,80.11136627197266,1174100
2021-07-30,79.90487709718515,80.5153865445011,79.41108017298532,80.05750274658203,1566100
2021-08-02,80.1562578336901,81.05406539338597,79.83304656422135,80.48844909667969,1040900
2021-08-03,80.66799637604058,82.51748434333449,80.28193890638344,82.0685806274414,1256700
2021-08-04,81.68251275368478,81.96083083017575,80.88345793942369,81.12586975097656,798000
2021-08-05,81.5388781437761,81.88902252624193,80.02158125327236,80.56924438476562,934400
2021-08-06,81.20668834810411,82.01471649504465,80.92837020571875,81.70048522949219,1045600
